read	barcode	distance
read3713	barcode3713	8
read3714	barcode3714	4
read3715	barcode3715	9
read3716	barcode3716	7
read3717	barcode3717	4
read3718	barcode3718	8
read3719	barcode3719	9
read3720	barcode3720	7
read3721	barcode3721	2
read3722	barcode3722	7
read3723	barcode3723	3
read3724	barcode3724	4
read3725	barcode3725	1
read3726	barcode3726	6
read3727	barcode3727	7
read3728	barcode3728	8
read3729	barcode3729	3
read3730	barcode3730	5
read3731	barcode3731	5
read3732	barcode3732	7
read3733	barcode3733	5
read3734	barcode3734	3
read3735	barcode3735	9
read3736	barcode3736	11
read3737	barcode3737	7
read3738	barcode3738	6
read3739	barcode3739	9
read3740	barcode3740	5
read3741	barcode3741	4
read3742	barcode3742	6
read3743	barcode3743	6
read3744	barcode3744	9
read3745	barcode3745	11
read3746	barcode3746	6
read3747	barcode3747	7
read3748	barcode3748	5
read3749	barcode3749	6
read3750	barcode3750	8
read3751	barcode3751	4
read3752	barcode3752	6
read3753	barcode3753	6
read3754	barcode3754	9
read3755	barcode3755	7
read3756	barcode3756	7
read3757	barcode3757	9
read3758	barcode3758	10
read3759	barcode3759	10
read3760	barcode3760	7
read3761	barcode3761	5
read3762	barcode3762	9
read3763	barcode3763	9
read3764	barcode3764	4
read3765	barcode3765	5
read3766	barcode3766	8
read3767	barcode3767	8
read3768	barcode3768	9
read3769	barcode3769	8
read3770	barcode3770	7
read3771	barcode3771	6
read3772	barcode3772	8
read3773	barcode3773	9
read3774	barcode3774	7
read3775	barcode3775	2
read3776	barcode3776	7
read3777	barcode3777	10
read3778	barcode3778	3
read3779	barcode3779	1
read3780	barcode3780	4
read3781	barcode3781	7
read3782	barcode3782	5
read3783	barcode3783	7
read3784	barcode3784	9
read3785	barcode3785	4
read3786	barcode3786	13
read3787	barcode3787	2
read3788	barcode3788	10
read3789	barcode3789	6
read3790	barcode3790	10
read3791	barcode3791	10
read3792	barcode3792	6
read3793	barcode3793	6
read3794	barcode3794	5
read3795	barcode3795	7
read3796	barcode3796	7
read3797	barcode3797	9
read3798	barcode3798	9
read3799	barcode3799	10
read3800	barcode3800	5
read3801	barcode3801	7
read3802	barcode3802	3
read3803	barcode3803	7
read3804	barcode3804	9
read3805	barcode3805	11
read3806	barcode3806	4
read3807	barcode3807	7
read3808	barcode3808	7
read3809	barcode3809	8
read3810	barcode3810	8
read3811	barcode3811	4
read3812	barcode3812	4
read3813	barcode3813	9
read3814	barcode3814	11
read3815	barcode3815	6
read3816	barcode3816	5
read3817	barcode3817	4
read3818	barcode3818	4
read3819	barcode3819	7
read3820	barcode3820	6
read3821	barcode3821	9
read3822	barcode3822	9
read3823	barcode3823	9
read3824	barcode3824	11
read3825	barcode3825	8
read3826	barcode3826	5
read3827	barcode3827	7
read3828	barcode3828	8
read3829	barcode3829	7
read3830	barcode3830	5
read3831	barcode3831	7
read3832	barcode3832	6
read3833	barcode3833	8
read3834	barcode3834	3
read3835	barcode3835	8
read3836	barcode3836	6
read3837	barcode3837	8
read3838	barcode3838	5
read3839	barcode3839	6
read3840	barcode3840	7
read3841	barcode3841	8
read3842	barcode3842	9
read3843	barcode3843	8
read3844	barcode3844	7
read3845	barcode3845	5
read3846	barcode3846	7
read3847	barcode3847	3
read3848	barcode3848	4
read3849	barcode3849	7
read3850	barcode3850	8
read3851	barcode3851	3
read3852	barcode3852	6
read3853	barcode3853	7
read3854	barcode3854	9
read3855	barcode3855	7
read3856	barcode3856	7
read3857	barcode3857	7
read3858	barcode3858	5
read3859	barcode3859	6
read3860	barcode3860	5
read3861	barcode3861	9
read3862	barcode3862	8
read3863	barcode3863	4
read3864	barcode3864	5
read3865	barcode3865	5
read3866	barcode3866	4
read3867	barcode3867	6
read3868	barcode3868	12
read3869	barcode3869	9
read3870	barcode3870	6
read3871	barcode3871	4
read3872	barcode3872	11
read3873	barcode3873	8
read3874	barcode3874	3
read3875	barcode3875	6
read3876	barcode3876	7
read3877	barcode3877	10
read3878	barcode3878	2
read3879	barcode3879	5
read3880	barcode3880	7
read3881	barcode3881	3
read3882	barcode3882	6
read3883	barcode3883	7
read3884	barcode3884	3
read3885	barcode3885	6
read3886	barcode3886	7
read3887	barcode3887	8
read3888	barcode3888	10
read3889	barcode3889	7
read3890	barcode3890	5
read3891	barcode3891	7
read3892	barcode3892	9
read3893	barcode3893	8
read3894	barcode3894	9
read3895	barcode3895	7
read3896	barcode3896	6
read3897	barcode3897	6
read3898	barcode3898	5
read3899	barcode3899	4
read3900	barcode3900	9
read3901	barcode3901	6
read3902	barcode3902	4
read3903	barcode3903	6
read3904	barcode3904	7
read3905	barcode3905	5
read3906	barcode3906	8
read3907	barcode3907	6
read3908	barcode3908	7
read3909	barcode3909	9
read3910	barcode3910	6
read3911	barcode3911	4
read3912	barcode3912	6
read3913	barcode3913	5
read3914	barcode3914	7
read3915	barcode3915	6
read3916	barcode3916	10
read3917	barcode3917	4
read3918	barcode3918	7
read3919	barcode3919	6
read3920	barcode3920	9
read3921	barcode3921	7
read3922	barcode3922	7
read3923	barcode3923	9
read3924	barcode3924	7
read3925	barcode3925	5
read3926	barcode3926	4
read3927	barcode3927	10
read3928	barcode3928	9
read3929	barcode3929	5
read3930	barcode3930	5
read3931	barcode3931	10
read3932	barcode3932	9
read3933	barcode3933	7
read3934	barcode3934	7
read3935	barcode3935	7
read3936	barcode3936	11
read3937	barcode3937	7
read3938	barcode3938	9
read3939	barcode3939	4
read3940	barcode3940	8
read3941	barcode3941	7
read3942	barcode3942	6
read3943	barcode3943	8
read3944	barcode3944	5
read3945	barcode3945	3
read3946	barcode3946	4
read3947	barcode3947	12
read3948	barcode3948	5
read3949	barcode3949	7
read3950	barcode3950	10
read3951	barcode3951	6
read3952	barcode3952	5
read3953	barcode3953	9
read3954	barcode3954	4
read3955	barcode3955	6
read3956	barcode3956	11
read3957	barcode3957	7
read3958	barcode3958	8
read3959	barcode3959	9
read3960	barcode3960	9
read3961	barcode3961	7
read3962	barcode3962	6
read3963	barcode3963	7
read3964	barcode3964	7
read3965	barcode3965	8
read3966	barcode3966	6
read3967	barcode3967	6
read3968	barcode3968	5
read3969	barcode3969	8
read3970	barcode3970	6
read3971	barcode3971	5
read3972	barcode3972	3
read3973	barcode3973	3
read3974	barcode3974	4
read3975	barcode3975	7
read3976	barcode3976	5
read3977	barcode3977	3
read3978	barcode3978	9
read3979	barcode3979	5
read3980	barcode3980	9
read3981	barcode3981	8
read3982	barcode3982	5
read3983	barcode3983	7
read3984	barcode3984	4
read3985	barcode3985	8
read3986	barcode3986	8
read3987	barcode3987	3
read3988	barcode3988	8
read3989	barcode3989	8
read3990	barcode3990	10
read3991	barcode3991	8
read3992	barcode3992	6
read3993	barcode3993	5
read3994	barcode3994	5
read3995	barcode3995	5
read3996	barcode3996	6
read3997	barcode3997	8
read3998	barcode3998	6
read3999	barcode3999	7
read4000	barcode4000	4
read4001	barcode4001	5
read4002	barcode4002	7
read4003	barcode4003	5
read4004	barcode4004	6
read4005	barcode4005	7
read4006	barcode4006	9
read4007	barcode4007	6
read4008	barcode4008	6
read4009	barcode4009	6
read4010	barcode4010	11
read4011	barcode4011	8
read4012	barcode4012	7
read4013	barcode4013	6
read4014	barcode4014	6
read4015	barcode4015	5
read4016	barcode4016	7
read4017	barcode4017	6
read4018	barcode4018	7
read4019	barcode4019	7
read4020	barcode4020	7
read4021	barcode4021	6
read4022	barcode4022	7
read4023	barcode4023	7
read4024	barcode4024	8
read4025	barcode4025	9
read4026	barcode4026	7
read4027	barcode4027	7
read4028	barcode4028	7
read4029	barcode4029	5
read4030	barcode4030	7
read4031	barcode4031	6
read4032	barcode4032	11
read4033	barcode4033	6
read4034	barcode4034	5
read4035	barcode4035	6
read4036	barcode4036	6
read4037	barcode4037	7
read4038	barcode4038	6
read4039	barcode4039	7
read4040	barcode4040	7
read4041	barcode4041	7
read4042	barcode4042	6
read4043	barcode4043	9
read4044	barcode4044	9
read4045	barcode4045	4
read4046	barcode4046	4
read4047	barcode4047	10
read4048	barcode4048	5
read4049	barcode4049	7
read4050	barcode4050	7
read4051	barcode4051	8
read4052	barcode4052	7
read4053	barcode4053	9
read4054	barcode4054	9
read4055	barcode4055	6
read4056	barcode4056	8
read4057	barcode4057	9
read4058	barcode4058	6
read4059	barcode4059	7
read4060	barcode4060	6
read4061	barcode4061	4
read4062	barcode4062	6
read4063	barcode4063	8
read4064	barcode4064	3
read4065	barcode4065	6
read4066	barcode4066	6
read4067	barcode4067	8
read4068	barcode4068	6
read4069	barcode4069	13
read4070	barcode4070	3
read4071	barcode4071	8
read4072	barcode4072	7
read4073	barcode4073	5
read4074	barcode4074	4
read4075	barcode4075	10
read4076	barcode4076	5
read4077	barcode4077	8
read4078	barcode4078	7
read4079	barcode4079	8
read4080	barcode4080	9
read4081	barcode4081	7
read4082	barcode4082	7
read4083	barcode4083	4
read4084	barcode4084	3
read4085	barcode4085	7
read4086	barcode4086	8
read4087	barcode4087	6
read4088	barcode4088	9
read4089	barcode4089	9
read4090	barcode4090	7
read4091	barcode4091	9
read4092	barcode4092	10
read4093	barcode4093	5
read4094	barcode4094	5
read4095	barcode4095	5
read4096	barcode4096	5
read4097	barcode4097	9
read4098	barcode4098	6
read4099	barcode4099	5
read4100	barcode4100	9
read4101	barcode4101	8
read4102	barcode4102	5
read4103	barcode4103	10
read4104	barcode4104	11
read4105	barcode4105	6
read4106	barcode4106	8
read4107	barcode4107	6
read4108	barcode4108	8
read4109	barcode4109	7
read4110	barcode4110	9
read4111	barcode4111	1
read4112	barcode4112	7
read4113	barcode4113	6
read4114	barcode4114	8
read4115	barcode4115	8
read4116	barcode4116	6
read4117	barcode4117	6
read4118	barcode4118	4
read4119	barcode4119	8
read4120	barcode4120	4
read4121	barcode4121	7
read4122	barcode4122	9
read4123	barcode4123	11
read4124	barcode4124	3
read4125	barcode4125	6
read4126	barcode4126	4
read4127	barcode4127	4
read4128	barcode4128	9
read4129	barcode4129	8
read4130	barcode4130	11
read4131	barcode4131	7
read4132	barcode4132	7
read4133	barcode4133	4
read4134	barcode4134	7
read4135	barcode4135	10
read4136	barcode4136	5
read4137	barcode4137	8
read4138	barcode4138	5
read4139	barcode4139	5
read4140	barcode4140	7
read4141	barcode4141	6
read4142	barcode4142	8
read4143	barcode4143	5
read4144	barcode4144	7
read4145	barcode4145	4
read4146	barcode4146	7
read4147	barcode4147	8
read4148	barcode4148	4
read4149	barcode4149	4
read4150	barcode4150	7
read4151	barcode4151	6
read4152	barcode4152	9
read4153	barcode4153	9
read4154	barcode4154	13
read4155	barcode4155	9
read4156	barcode4156	8
read4157	barcode4157	4
read4158	barcode4158	5
read4159	barcode4159	10
read4160	barcode4160	3
read4161	barcode4161	7
read4162	barcode4162	8
read4163	barcode4163	6
read4164	barcode4164	3
read4165	barcode4165	5
read4166	barcode4166	5
read4167	barcode4167	8
read4168	barcode4168	3
read4169	barcode4169	2
read4170	barcode4170	4
read4171	barcode4171	5
read4172	barcode4172	7
read4173	barcode4173	6
read4174	barcode4174	8
read4175	barcode4175	10
read4176	barcode4176	5
read4177	barcode4177	8
read4178	barcode4178	5
read4179	barcode4179	8
read4180	barcode4180	6
read4181	barcode4181	7
read4182	barcode4182	8
read4183	barcode4183	6
read4184	barcode4184	8
read4185	barcode4185	5
read4186	barcode4186	6
read4187	barcode4187	9
read4188	barcode4188	6
read4189	barcode4189	4
read4190	barcode4190	5
read4191	barcode4191	5
read4192	barcode4192	8
read4193	barcode4193	5
read4194	barcode4194	4
read4195	barcode4195	4
read4196	barcode4196	13
read4197	barcode4197	5
read4198	barcode4198	7
read4199	barcode4199	7
read4200	barcode4200	4
read4201	barcode4201	5
read4202	barcode4202	5
read4203	barcode4203	6
read4204	barcode4204	7
read4205	barcode4205	5
read4206	barcode4206	2
read4207	barcode4207	6
read4208	barcode4208	5
read4209	barcode4209	10
read4210	barcode4210	6
read4211	barcode4211	6
read4212	barcode4212	3
read4213	barcode4213	7
read4214	barcode4214	4
read4215	barcode4215	2
read4216	barcode4216	6
read4217	barcode4217	6
read4218	barcode4218	8
read4219	barcode4219	5
read4220	barcode4220	11
read4221	barcode4221	5
read4222	barcode4222	10
read4223	barcode4223	5
read4224	barcode4224	5
read4225	barcode4225	9
read4226	barcode4226	4
read4227	barcode4227	1
read4228	barcode4228	7
read4229	barcode4229	11
read4230	barcode4230	9
read4231	barcode4231	7
read4232	barcode4232	8
read4233	barcode4233	2
read4234	barcode4234	3
read4235	barcode4235	5
read4236	barcode4236	5
read4237	barcode4237	6
read4238	barcode4238	4
read4239	barcode4239	6
read4240	barcode4240	5
read4241	barcode4241	8
read4242	barcode4242	8
read4243	barcode4243	9
read4244	barcode4244	11
read4245	barcode4245	8
read4246	barcode4246	8
read4247	barcode4247	8
read4248	barcode4248	8
read4249	barcode4249	5
read4250	barcode4250	4
read4251	barcode4251	4
read4252	barcode4252	9
read4253	barcode4253	4
read4254	barcode4254	4
read4255	barcode4255	6
read4256	barcode4256	9
read4257	barcode4257	6
read4258	barcode4258	6
read4259	barcode4259	6
read4260	barcode4260	9
read4261	barcode4261	12
read4262	barcode4262	8
read4263	barcode4263	5
read4264	barcode4264	4
read4265	barcode4265	11
read4266	barcode4266	5
read4267	barcode4267	6
read4268	barcode4268	3
read4269	barcode4269	7
read4270	barcode4270	6
read4271	barcode4271	4
read4272	barcode4272	9
read4273	barcode4273	6
read4274	barcode4274	6
read4275	barcode4275	6
read4276	barcode4276	5
read4277	barcode4277	7
read4278	barcode4278	3
read4279	barcode4279	6
read4280	barcode4280	7
read4281	barcode4281	3
read4282	barcode4282	6
read4283	barcode4283	3
read4284	barcode4284	13
read4285	barcode4285	10
read4286	barcode4286	2
read4287	barcode4287	6
read4288	barcode4288	5
read4289	barcode4289	8
read4290	barcode4290	7
read4291	barcode4291	4
read4292	barcode4292	5
read4293	barcode4293	7
read4294	barcode4294	10
read4295	barcode4295	7
read4296	barcode4296	7
read4297	barcode4297	4
read4298	barcode4298	6
read4299	barcode4299	4
read4300	barcode4300	4
read4301	barcode4301	7
read4302	barcode4302	6
read4303	barcode4303	3
read4304	barcode4304	4
read4305	barcode4305	5
read4306	barcode4306	7
read4307	barcode4307	5
read4308	barcode4308	5
read4309	barcode4309	9
read4310	barcode4310	4
read4311	barcode4311	5
read4312	barcode4312	8
read4313	barcode4313	9
read4314	barcode4314	5
read4315	barcode4315	8
read4316	barcode4316	9
read4317	barcode4317	7
read4318	barcode4318	7
read4319	barcode4319	7
read4320	barcode4320	6
read4321	barcode4321	9
read4322	barcode4322	7
read4323	barcode4323	11
read4324	barcode4324	9
read4325	barcode4325	7
read4326	barcode4326	2
read4327	barcode4327	7
read4328	barcode4328	4
read4329	barcode4329	4
read4330	barcode4330	5
read4331	barcode4331	7
read4332	barcode4332	6
read4333	barcode4333	7
read4334	barcode4334	5
read4335	barcode4335	5
read4336	barcode4336	7
read4337	barcode4337	10
read4338	barcode4338	5
read4339	barcode4339	5
read4340	barcode4340	5
read4341	barcode4341	8
read4342	barcode4342	1
read4343	barcode4343	7
read4344	barcode4344	8
read4345	barcode4345	8
read4346	barcode4346	5
read4347	barcode4347	6
read4348	barcode4348	11
read4349	barcode4349	5
read4350	barcode4350	8
read4351	barcode4351	3
read4352	barcode4352	2
read4353	barcode4353	5
read4354	barcode4354	9
read4355	barcode4355	4
read4356	barcode4356	9
read4357	barcode4357	5
read4358	barcode4358	5
read4359	barcode4359	4
read4360	barcode4360	8
read4361	barcode4361	5
read4362	barcode4362	8
read4363	barcode4363	12
read4364	barcode4364	8
read4365	barcode4365	8
read4366	barcode4366	1
read4367	barcode4367	5
read4368	barcode4368	4
read4369	barcode4369	8
read4370	barcode4370	3
read4371	barcode4371	6
read4372	barcode4372	6
read4373	barcode4373	8
read4374	barcode4374	11
read4375	barcode4375	6
read4376	barcode4376	8
read4377	barcode4377	6
read4378	barcode4378	8
read4379	barcode4379	9
read4380	barcode4380	4
read4381	barcode4381	9
read4382	barcode4382	8
read4383	barcode4383	9
read4384	barcode4384	10
read4385	barcode4385	9
read4386	barcode4386	5
read4387	barcode4387	7
read4388	barcode4388	6
read4389	barcode4389	6
read4390	barcode4390	5
read4391	barcode4391	10
read4392	barcode4392	4
read4393	barcode4393	3
read4394	barcode4394	5
read4395	barcode4395	5
read4396	barcode4396	4
read4397	barcode4397	4
read4398	barcode4398	2
read4399	barcode4399	8
read4400	barcode4400	7
read4401	barcode4401	3
read4402	barcode4402	6
read4403	barcode4403	7
read4404	barcode4404	5
read4405	barcode4405	2
read4406	barcode4406	7
read4407	barcode4407	6
read4408	barcode4408	5
read4409	barcode4409	4
read4410	barcode4410	5
read4411	barcode4411	9
read4412	barcode4412	6
read4413	barcode4413	10
read4414	barcode4414	7
read4415	barcode4415	12
read4416	barcode4416	6
read4417	barcode4417	7
read4418	barcode4418	5
read4419	barcode4419	11
read4420	barcode4420	6
read4421	barcode4421	3
read4422	barcode4422	9
read4423	barcode4423	4
read4424	barcode4424	6
read4425	barcode4425	5
read4426	barcode4426	10
read4427	barcode4427	2
read4428	barcode4428	7
read4429	barcode4429	7
read4430	barcode4430	8
read4431	barcode4431	5
read4432	barcode4432	8
read4433	barcode4433	6
read4434	barcode4434	9
read4435	barcode4435	1
read4436	barcode4436	6
read4437	barcode4437	6
read4438	barcode4438	5
read4439	barcode4439	6
read4440	barcode4440	7
read4441	barcode4441	7
read4442	barcode4442	9
read4443	barcode4443	7
read4444	barcode4444	7
read4445	barcode4445	4
read4446	barcode4446	6
read4447	barcode4447	7
read4448	barcode4448	5
read4449	barcode4449	6
read4450	barcode4450	4
read4451	barcode4451	6
read4452	barcode4452	6
read4453	barcode4453	3
read4454	barcode4454	6
read4455	barcode4455	8
read4456	barcode4456	12
read4457	barcode4457	5
read4458	barcode4458	8
read4459	barcode4459	3
read4460	barcode4460	5
read4461	barcode4461	6
read4462	barcode4462	7
read4463	barcode4463	3
read4464	barcode4464	4
read4465	barcode4465	5
read4466	barcode4466	7
read4467	barcode4467	8
read4468	barcode4468	9
read4469	barcode4469	9
read4470	barcode4470	6
read4471	barcode4471	9
read4472	barcode4472	8
read4473	barcode4473	5
read4474	barcode4474	7
read4475	barcode4475	7
read4476	barcode4476	7
read4477	barcode4477	5
read4478	barcode4478	9
read4479	barcode4479	7
read4480	barcode4480	7
read4481	barcode4481	7
read4482	barcode4482	6
read4483	barcode4483	6
read4484	barcode4484	8
read4485	barcode4485	7
read4486	barcode4486	11
read4487	barcode4487	6
read4488	barcode4488	8
read4489	barcode4489	8
read4490	barcode4490	7
read4491	barcode4491	9
read4492	barcode4492	5
read4493	barcode4493	6
read4494	barcode4494	7
read4495	barcode4495	8
read4496	barcode4496	1
