read	barcode	distance
read14941	barcode14941	5
read14942	barcode14942	3
read14943	barcode14943	8
read14944	barcode14944	4
read14945	barcode14945	6
read14946	barcode14946	5
read14947	barcode14947	8
read14948	barcode14948	11
read14949	barcode14949	7
read14950	barcode14950	7
read14951	barcode14951	12
read14952	barcode14952	8
read14953	barcode14953	7
read14954	barcode14954	6
read14955	barcode14955	5
read14956	barcode14956	6
read14957	barcode14957	8
read14958	barcode14958	7
read14959	barcode14959	9
read14960	barcode14960	7
read14961	barcode14961	4
read14962	barcode14962	3
read14963	barcode14963	7
read14964	barcode14964	7
read14965	barcode14965	7
read14966	barcode14966	8
read14967	barcode14967	7
read14968	barcode14968	9
read14969	barcode14969	10
read14970	barcode14970	4
read14971	barcode14971	10
read14972	barcode14972	9
read14973	barcode14973	2
read14974	barcode14974	4
read14975	barcode14975	6
read14976	barcode14976	9
read14977	barcode14977	4
read14978	barcode14978	12
read14979	barcode14979	7
read14980	barcode14980	6
read14981	barcode14981	6
read14982	barcode14982	8
read14983	barcode14983	6
read14984	barcode14984	2
read14985	barcode14985	9
read14986	barcode14986	7
read14987	barcode14987	10
read14988	barcode14988	9
read14989	barcode14989	8
read14990	barcode14990	6
read14991	barcode14991	6
read14992	barcode14992	5
read14993	barcode14993	8
read14994	barcode14994	8
read14995	barcode14995	4
read14996	barcode14996	7
read14997	barcode14997	2
read14998	barcode14998	7
read14999	barcode14999	4
read15000	barcode15000	1
read15001	barcode15001	6
read15002	barcode15002	4
read15003	barcode15003	4
read15004	barcode15004	5
read15005	barcode15005	4
read15006	barcode15006	3
read15007	barcode15007	7
read15008	barcode15008	8
read15009	barcode15009	5
read15010	barcode15010	8
read15011	barcode15011	6
read15012	barcode15012	8
read15013	barcode15013	8
read15014	barcode15014	7
read15015	barcode15015	9
read15016	barcode15016	9
read15017	barcode15017	6
read15018	barcode15018	7
read15019	barcode15019	6
read15020	barcode15020	10
read15021	barcode15021	5
read15022	barcode15022	11
read15023	barcode15023	7
read15024	barcode15024	7
read15025	barcode15025	6
read15026	barcode15026	6
read15027	barcode15027	6
read15028	barcode15028	2
read15029	barcode15029	7
read15030	barcode15030	6
read15031	barcode15031	6
read15032	barcode15032	5
read15033	barcode15033	7
read15034	barcode15034	7
read15035	barcode15035	9
read15036	barcode15036	3
read15037	barcode15037	9
read15038	barcode15038	7
read15039	barcode15039	5
read15040	barcode15040	8
read15041	barcode15041	5
read15042	barcode15042	8
read15043	barcode15043	7
read15044	barcode15044	7
read15045	barcode15045	5
read15046	barcode15046	6
read15047	barcode15047	5
read15048	barcode15048	3
read15049	barcode15049	5
read15050	barcode15050	8
read15051	barcode15051	6
read15052	barcode15052	5
read15053	barcode15053	11
read15054	barcode15054	7
read15055	barcode15055	6
read15056	barcode15056	6
read15057	barcode15057	3
read15058	barcode15058	11
read15059	barcode15059	2
read15060	barcode15060	8
read15061	barcode15061	4
read15062	barcode15062	8
read15063	barcode15063	4
read15064	barcode15064	6
read15065	barcode15065	7
read15066	barcode15066	9
read15067	barcode15067	6
read15068	barcode15068	8
read15069	barcode15069	8
read15070	barcode15070	3
read15071	barcode15071	11
read15072	barcode15072	9
read15073	barcode15073	5
read15074	barcode15074	3
read15075	barcode15075	6
read15076	barcode15076	10
read15077	barcode15077	12
read15078	barcode15078	6
read15079	barcode15079	9
read15080	barcode15080	7
read15081	barcode15081	6
read15082	barcode15082	9
read15083	barcode15083	4
read15084	barcode15084	9
read15085	barcode15085	5
read15086	barcode15086	7
read15087	barcode15087	7
read15088	barcode15088	5
read15089	barcode15089	5
read15090	barcode15090	7
read15091	barcode15091	3
read15092	barcode15092	10
read15093	barcode15093	5
read15094	barcode15094	7
read15095	barcode15095	4
read15096	barcode15096	3
read15097	barcode15097	8
read15098	barcode15098	8
read15099	barcode15099	4
read15100	barcode15100	8
read15101	barcode15101	7
read15102	barcode15102	9
read15103	barcode15103	11
read15104	barcode15104	4
read15105	barcode15105	10
read15106	barcode15106	11
read15107	barcode15107	5
read15108	barcode15108	7
read15109	barcode15109	6
read15110	barcode15110	5
read15111	barcode15111	10
read15112	barcode15112	4
read15113	barcode15113	4
read15114	barcode15114	9
read15115	barcode15115	7
read15116	barcode15116	5
read15117	barcode15117	4
read15118	barcode15118	7
read15119	barcode15119	7
read15120	barcode15120	10
read15121	barcode15121	6
read15122	barcode15122	5
read15123	barcode15123	1
read15124	barcode15124	8
read15125	barcode15125	6
read15126	barcode15126	5
read15127	barcode15127	4
read15128	barcode15128	7
read15129	barcode15129	7
read15130	barcode15130	4
read15131	barcode15131	7
read15132	barcode15132	6
read15133	barcode15133	13
read15134	barcode15134	6
read15135	barcode15135	5
read15136	barcode15136	5
read15137	barcode15137	8
read15138	barcode15138	7
read15139	barcode15139	3
read15140	barcode15140	11
read15141	barcode15141	9
read15142	barcode15142	7
read15143	barcode15143	6
read15144	barcode15144	5
read15145	barcode15145	6
read15146	barcode15146	8
read15147	barcode15147	5
read15148	barcode15148	4
read15149	barcode15149	5
read15150	barcode15150	5
read15151	barcode15151	6
read15152	barcode15152	5
read15153	barcode15153	5
read15154	barcode15154	3
read15155	barcode15155	6
read15156	barcode15156	4
read15157	barcode15157	8
read15158	barcode15158	6
read15159	barcode15159	6
read15160	barcode15160	5
read15161	barcode15161	3
read15162	barcode15162	4
read15163	barcode15163	8
read15164	barcode15164	3
read15165	barcode15165	4
read15166	barcode15166	9
read15167	barcode15167	5
read15168	barcode15168	7
read15169	barcode15169	10
read15170	barcode15170	6
read15171	barcode15171	4
read15172	barcode15172	8
read15173	barcode15173	10
read15174	barcode15174	7
read15175	barcode15175	8
read15176	barcode15176	5
read15177	barcode15177	5
read15178	barcode15178	3
read15179	barcode15179	5
read15180	barcode15180	9
read15181	barcode15181	5
read15182	barcode15182	3
read15183	barcode15183	7
read15184	barcode15184	5
read15185	barcode15185	4
read15186	barcode15186	8
read15187	barcode15187	6
read15188	barcode15188	8
read15189	barcode15189	9
read15190	barcode15190	7
read15191	barcode15191	6
read15192	barcode15192	11
read15193	barcode15193	8
read15194	barcode15194	2
read15195	barcode15195	7
read15196	barcode15196	12
read15197	barcode15197	3
read15198	barcode15198	10
read15199	barcode15199	5
read15200	barcode15200	7
read15201	barcode15201	5
read15202	barcode15202	8
read15203	barcode15203	12
read15204	barcode15204	9
read15205	barcode15205	9
read15206	barcode15206	7
read15207	barcode15207	7
read15208	barcode15208	3
read15209	barcode15209	6
read15210	barcode15210	9
read15211	barcode15211	8
read15212	barcode15212	3
read15213	barcode15213	8
read15214	barcode15214	4
read15215	barcode15215	6
read15216	barcode15216	8
read15217	barcode15217	5
read15218	barcode15218	7
read15219	barcode15219	4
read15220	barcode15220	2
read15221	barcode15221	7
read15222	barcode15222	6
read15223	barcode15223	11
read15224	barcode15224	7
read15225	barcode15225	7
read15226	barcode15226	3
read15227	barcode15227	8
read15228	barcode15228	4
read15229	barcode15229	4
read15230	barcode15230	5
read15231	barcode15231	6
read15232	barcode15232	5
read15233	barcode15233	5
read15234	barcode15234	4
read15235	barcode15235	9
read15236	barcode15236	12
read15237	barcode15237	7
read15238	barcode15238	6
read15239	barcode15239	6
read15240	barcode15240	4
read15241	barcode15241	8
read15242	barcode15242	6
read15243	barcode15243	6
read15244	barcode15244	8
read15245	barcode15245	4
read15246	barcode15246	5
read15247	barcode15247	7
read15248	barcode15248	6
read15249	barcode15249	2
read15250	barcode15250	7
read15251	barcode15251	6
read15252	barcode15252	7
read15253	barcode15253	7
read15254	barcode15254	12
read15255	barcode15255	10
read15256	barcode15256	5
read15257	barcode15257	5
read15258	barcode15258	7
read15259	barcode15259	6
read15260	barcode15260	3
read15261	barcode15261	4
read15262	barcode15262	6
read15263	barcode15263	6
read15264	barcode15264	12
read15265	barcode15265	8
read15266	barcode15266	9
read15267	barcode15267	4
read15268	barcode15268	4
read15269	barcode15269	5
read15270	barcode15270	4
read15271	barcode15271	4
read15272	barcode15272	8
read15273	barcode15273	5
read15274	barcode15274	7
read15275	barcode15275	10
read15276	barcode15276	8
read15277	barcode15277	6
read15278	barcode15278	7
read15279	barcode15279	8
read15280	barcode15280	8
read15281	barcode15281	4
read15282	barcode15282	8
read15283	barcode15283	5
read15284	barcode15284	7
read15285	barcode15285	8
read15286	barcode15286	6
read15287	barcode15287	8
read15288	barcode15288	6
read15289	barcode15289	3
read15290	barcode15290	6
read15291	barcode15291	6
read15292	barcode15292	9
read15293	barcode15293	7
read15294	barcode15294	8
read15295	barcode15295	4
read15296	barcode15296	3
read15297	barcode15297	7
read15298	barcode15298	8
read15299	barcode15299	6
read15300	barcode15300	7
read15301	barcode15301	4
read15302	barcode15302	7
read15303	barcode15303	6
read15304	barcode15304	8
read15305	barcode15305	7
read15306	barcode15306	6
read15307	barcode15307	7
read15308	barcode15308	3
read15309	barcode15309	7
read15310	barcode15310	3
read15311	barcode15311	5
read15312	barcode15312	5
read15313	barcode15313	8
read15314	barcode15314	5
read15315	barcode15315	8
read15316	barcode15316	8
read15317	barcode15317	5
read15318	barcode15318	7
read15319	barcode15319	3
read15320	barcode15320	6
read15321	barcode15321	9
read15322	barcode15322	4
read15323	barcode15323	3
read15324	barcode15324	7
read15325	barcode15325	9
read15326	barcode15326	6
read15327	barcode15327	7
read15328	barcode15328	8
read15329	barcode15329	4
read15330	barcode15330	8
read15331	barcode15331	7
read15332	barcode15332	5
read15333	barcode15333	7
read15334	barcode15334	7
read15335	barcode15335	7
read15336	barcode15336	5
read15337	barcode15337	6
read15338	barcode15338	6
read15339	barcode15339	2
read15340	barcode15340	5
read15341	barcode15341	6
read15342	barcode15342	7
read15343	barcode15343	8
read15344	barcode15344	6
read15345	barcode15345	5
read15346	barcode15346	2
read15347	barcode15347	8
read15348	barcode15348	7
read15349	barcode15349	9
read15350	barcode15350	3
read15351	barcode15351	2
read15352	barcode15352	4
read15353	barcode15353	3
read15354	barcode15354	6
read15355	barcode15355	7
read15356	barcode15356	7
read15357	barcode15357	6
read15358	barcode15358	7
read15359	barcode15359	7
read15360	barcode15360	5
read15361	barcode15361	4
read15362	barcode15362	6
read15363	barcode15363	8
read15364	barcode15364	8
read15365	barcode15365	4
read15366	barcode15366	4
read15367	barcode15367	5
read15368	barcode15368	6
read15369	barcode15369	6
read15370	barcode15370	4
read15371	barcode15371	6
read15372	barcode15372	5
read15373	barcode15373	6
read15374	barcode15374	10
read15375	barcode15375	5
read15376	barcode15376	5
read15377	barcode15377	8
read15378	barcode15378	8
read15379	barcode15379	8
read15380	barcode15380	7
read15381	barcode15381	7
read15382	barcode15382	8
read15383	barcode15383	9
read15384	barcode15384	9
read15385	barcode15385	10
read15386	barcode15386	5
read15387	barcode15387	5
read15388	barcode15388	7
read15389	barcode15389	11
read15390	barcode15390	9
read15391	barcode15391	7
read15392	barcode15392	6
read15393	barcode15393	6
read15394	barcode15394	7
read15395	barcode15395	8
read15396	barcode15396	7
read15397	barcode15397	5
read15398	barcode15398	7
read15399	barcode15399	4
read15400	barcode15400	1
read15401	barcode15401	12
read15402	barcode15402	12
read15403	barcode15403	6
read15404	barcode15404	4
read15405	barcode15405	6
read15406	barcode15406	7
read15407	barcode15407	7
read15408	barcode15408	6
read15409	barcode15409	9
read15410	barcode15410	5
read15411	barcode15411	5
read15412	barcode15412	9
read15413	barcode15413	10
read15414	barcode15414	13
read15415	barcode15415	6
read15416	barcode15416	6
read15417	barcode15417	10
read15418	barcode15418	6
read15419	barcode15419	7
read15420	barcode15420	6
read15421	barcode15421	3
read15422	barcode15422	6
read15423	barcode15423	6
read15424	barcode15424	9
read15425	barcode15425	4
read15426	barcode15426	5
read15427	barcode15427	8
read15428	barcode15428	4
read15429	barcode15429	3
read15430	barcode15430	10
read15431	barcode15431	3
read15432	barcode15432	8
read15433	barcode15433	4
read15434	barcode15434	4
read15435	barcode15435	12
read15436	barcode15436	4
read15437	barcode15437	10
read15438	barcode15438	8
read15439	barcode15439	6
read15440	barcode15440	7
read15441	barcode15441	7
read15442	barcode15442	2
read15443	barcode15443	5
read15444	barcode15444	3
read15445	barcode15445	3
read15446	barcode15446	5
read15447	barcode15447	6
read15448	barcode15448	7
read15449	barcode15449	7
read15450	barcode15450	6
read15451	barcode15451	6
read15452	barcode15452	5
read15453	barcode15453	5
read15454	barcode15454	6
read15455	barcode15455	6
read15456	barcode15456	9
read15457	barcode15457	5
read15458	barcode15458	8
read15459	barcode15459	9
read15460	barcode15460	7
read15461	barcode15461	4
read15462	barcode15462	7
read15463	barcode15463	5
read15464	barcode15464	5
read15465	barcode15465	8
read15466	barcode15466	11
read15467	barcode15467	6
read15468	barcode15468	5
read15469	barcode15469	8
read15470	barcode15470	10
read15471	barcode15471	2
read15472	barcode15472	12
read15473	barcode15473	5
read15474	barcode15474	4
read15475	barcode15475	5
read15476	barcode15476	6
read15477	barcode15477	6
read15478	barcode15478	3
read15479	barcode15479	6
read15480	barcode15480	2
read15481	barcode15481	6
read15482	barcode15482	6
read15483	barcode15483	3
read15484	barcode15484	6
read15485	barcode15485	6
read15486	barcode15486	6
read15487	barcode15487	7
read15488	barcode15488	5
read15489	barcode15489	5
read15490	barcode15490	7
read15491	barcode15491	9
read15492	barcode15492	6
read15493	barcode15493	4
read15494	barcode15494	6
read15495	barcode15495	3
read15496	barcode15496	4
read15497	barcode15497	6
read15498	barcode15498	5
read15499	barcode15499	6
read15500	barcode15500	4
read15501	barcode15501	2
read15502	barcode15502	10
read15503	barcode15503	3
read15504	barcode15504	6
read15505	barcode15505	9
read15506	barcode15506	8
read15507	barcode15507	5
read15508	barcode15508	6
read15509	barcode15509	5
read15510	barcode15510	7
read15511	barcode15511	4
read15512	barcode15512	10
read15513	barcode15513	6
read15514	barcode15514	5
read15515	barcode15515	8
read15516	barcode15516	8
read15517	barcode15517	7
read15518	barcode15518	9
read15519	barcode15519	5
read15520	barcode15520	7
read15521	barcode15521	7
read15522	barcode15522	4
read15523	barcode15523	9
read15524	barcode15524	9
read15525	barcode15525	4
read15526	barcode15526	3
read15527	barcode15527	6
read15528	barcode15528	10
read15529	barcode15529	7
read15530	barcode15530	7
read15531	barcode15531	6
read15532	barcode15532	6
read15533	barcode15533	5
read15534	barcode15534	5
read15535	barcode15535	3
read15536	barcode15536	6
read15537	barcode15537	6
read15538	barcode15538	10
read15539	barcode15539	4
read15540	barcode15540	4
read15541	barcode15541	7
read15542	barcode15542	7
read15543	barcode15543	6
read15544	barcode15544	5
read15545	barcode15545	5
read15546	barcode15546	6
read15547	barcode15547	5
read15548	barcode15548	6
read15549	barcode15549	7
read15550	barcode15550	6
read15551	barcode15551	5
read15552	barcode15552	10
read15553	barcode15553	6
read15554	barcode15554	4
read15555	barcode15555	5
read15556	barcode15556	10
read15557	barcode15557	11
read15558	barcode15558	4
read15559	barcode15559	5
read15560	barcode15560	8
read15561	barcode15561	7
read15562	barcode15562	9
read15563	barcode15563	4
read15564	barcode15564	6
read15565	barcode15565	3
read15566	barcode15566	2
read15567	barcode15567	3
read15568	barcode15568	6
read15569	barcode15569	5
